DATE,MinTemp,MaxTemp,AvgTemp,Sunrise,Sunset
2018-03-31,34,47,41,617,1836
2018-04-01,34,52,43,616,1836
2018-04-02,41,53,47,615,1837
2018-04-03,41,51,46,614,1837
2018-04-04,44,58,51,614,1837
2018-04-05,42,55,49,613,1838
2018-04-06,41,54,48,612,1838
2018-04-07,40,48,44,611,1838
2018-04-08,38,50,44,610,1838
2018-04-09,39,47,43,610,1839
2018-04-10,39,53,46,609,1839
2018-04-11,37,54,46,608,1839
2018-04-12,37,53,45,607,1839
2018-04-13,34,49,42,606,1840
2018-04-14,34,51,43,606,1840
2018-04-15,35,47,41,605,1840
2018-04-16,39,49,44,604,1841
2018-04-17,37,53,45,603,1841
2018-04-18,38,57,48,602,1841
2018-04-19,37,49,43,602,1841
2018-04-20,35,42,39,601,1842
2018-04-21,37,51,44,600,1842
2018-04-22,37,58,48,600,1842
2018-04-23,40,60,50,559,1843
2018-04-24,38,56,47,558,1843
2018-04-25,35,50,43,558,1843
2018-04-26,37,51,44,557,1844
2018-04-27,37,53,45,556,1844
2018-04-28,38,53,46,556,1844
2018-04-29,40,59,50,555,1845
2018-04-30,43,53,48,554,1845
2018-05-01,43,54,49,554,1845
2018-05-02,42,50,46,553,1846
2018-05-03,41,54,48,553,1846
2018-05-04,38,54,46,552,1846
2018-05-05,38,57,48,552,1847
2018-05-06,42,54,48,551,1847
2018-05-07,42,55,49,550,1847
2018-05-08,42,55,49,550,1848
2018-05-09,42,57,50,550,1848
2018-05-10,41,55,48,549,1849
2018-05-11,37,54,46,549,1849
2018-05-12,36,54,45,548,1849
2018-05-13,34,53,44,548,1850
2018-05-14,36,52,44,547,1850
2018-05-15,39,52,46,547,1851
2018-05-16,36,52,44,547,1851
2018-05-17,38,50,44,546,1851
2018-05-18,37,54,46,546,1852
2018-05-19,41,59,50,546,1852
2018-05-20,40,59,50,545,1853
2018-05-21,42,55,49,545,1853
2018-05-22,41,59,50,545,1853
2018-05-23,43,61,52,545,1854
2018-05-24,46,66,56,544,1854
2018-05-25,47,62,55,544,1855
2018-05-26,47,64,56,544,1855
2018-05-27,45,60,53,544,1855
2018-05-28,41,58,50,544,1856
2018-05-29,44,50,47,543,1856
2018-05-30,43,60,52,543,1856
2018-05-31,45,65,55,543,1857
2018-06-01,47,58,53,543,1857
2018-06-02,45,63,54,543,1858
2018-06-03,46,65,56,543,1858
2018-06-04,46,64,55,543,1858
2018-06-05,44,59,52,543,1859
2018-06-06,39,53,46,543,1859
2018-06-07,40,57,49,543,1859
2018-06-08,38,56,47,543,1900
2018-06-09,41,59,50,543,1900
2018-06-10,40,57,49,543,1900
2018-06-11,39,57,48,543,1901
2018-06-12,38,52,45,543,1901
2018-06-13,39,53,46,543,1901
2018-06-14,38,55,47,544,1902
2018-06-15,40,53,47,544,1902
2018-06-16,37,55,46,544,1902
2018-06-17,43,59,51,544,1902
2018-06-18,44,58,51,544,1903
2018-06-19,42,59,51,544,1903
2018-06-20,45,61,53,545,1903
2018-06-21,44,59,52,545,1903
2018-06-22,44,60,52,545,1904
2018-06-23,44,61,53,545,1904
2018-06-24,42,60,51,545,1904
2018-06-25,40,57,49,546,1904
2018-06-26,40,57,49,546,1904
2018-06-27,39,60,50,546,1904
2018-06-28,42,60,51,546,1905
2018-06-29,39,55,47,547,1905
2018-06-30,41,58,50,547,1905
2018-07-01,40,52,46,547,1905
2018-07-02,40,48,44,548,1905
2018-07-03,39,52,46,548,1905
2018-07-04,40,54,47,548,1905
2018-07-05,39,63,51,549,1905
2018-07-06,41,60,51,549,1905
2018-07-07,39,55,47,549,1905
2018-07-08,39,53,46,550,1905
2018-07-09,36,50,43,550,1905
2018-07-10,37,56,47,550,1905
2018-07-11,43,59,51,551,1905
2018-07-12,45,57,51,551,1905
2018-07-13,45,61,53,551,1904
2018-07-14,42,55,49,552,1904
2018-07-15,42,54,48,552,1904
2018-07-16,41,63,52,553,1904
2018-07-17,44,62,53,553,1904
2018-07-18,42,59,51,553,1904
2018-07-19,41,58,50,554,1903
2018-07-20,40,59,50,554,1903
2018-07-21,45,61,53,554,1903
2018-07-22,44,63,54,555,1902
2018-07-23,45,61,53,555,1902
2018-07-24,43,58,51,556,1902
2018-07-25,42,57,50,556,1901
2018-07-26,43,56,50,556,1901
2018-07-27,43,59,51,557,1901
2018-07-28,44,61,53,557,1900
2018-07-29,47,58,53,557,1900
2018-07-30,42,55,49,558,1859
2018-07-31,40,59,50,558,1859
2018-08-01,40,60,50,558,1859
2018-08-02,38,56,47,559,1858
2018-08-03,40,57,49,559,1858
2018-08-04,41,61,51,559,1857
2018-08-05,45,65,55,600,1857
2018-08-06,46,65,56,600,1856
2018-08-07,46,64,55,600,1855
2018-08-08,44,54,49,601,1855
2018-08-09,45,58,52,601,1854
2018-08-10,41,56,49,601,1854
2018-08-11,40,57,49,602,1853
2018-08-12,40,60,50,602,1852
2018-08-13,42,58,50,602,1852
2018-08-14,39,55,47,603,1851
2018-08-15,40,55,48,603,1850
2018-08-16,40,53,47,603,1850
2018-08-17,40,54,47,603,1849
2018-08-18,41,60,51,604,1848
2018-08-19,41,58,50,604,1848
2018-08-20,41,58,50,604,1847
2018-08-21,41,58,50,604,1846
2018-08-22,42,51,47,605,1845
2018-08-23,44,48,46,605,1845
2018-08-24,45,54,50,605,1844
2018-08-25,44,55,50,605,1843
2018-08-26,43,49,46,606,1842
2018-08-27,42,49,46,606,1841
2018-08-28,40,50,45,606,1841
2018-08-29,42,54,48,606,1840
2018-08-30,40,54,47,607,1839
2018-08-31,38,54,46,607,1838
2018-09-01,39,55,47,607,1837
2018-09-02,40,56,48,607,1836
2018-09-03,41,58,50,607,1836
2018-09-04,39,59,49,608,1835
2018-09-05,40,59,50,608,1834
2018-09-06,37,55,46,608,1833
2018-09-07,38,53,46,608,1832
2018-09-08,38,53,46,608,1831
2018-09-09,39,54,47,609,1830
2018-09-10,37,56,47,609,1829
2018-09-11,41,58,50,609,1828
2018-09-12,42,52,47,609,1828
2018-09-13,40,51,46,609,1827
2018-09-14,36,55,46,610,1826
2018-09-15,39,54,47,610,1825
2018-09-16,39,56,48,610,1824
2018-09-17,41,57,49,610,1823
2018-09-18,40,54,47,610,1822
2018-09-19,43,57,50,611,1821
2018-09-20,41,57,49,611,1820
2018-09-21,42,60,51,611,1819
2018-09-22,44,63,54,611,1819
2018-09-23,46,61,54,611,1818
2018-09-24,41,60,51,612,1817
2018-09-25,41,56,49,612,1816
2018-09-26,40,54,47,612,1815
2018-09-27,40,56,48,612,1814
2018-09-28,43,59,51,612,1813
2018-09-29,43,61,52,613,1812
2018-09-30,43,62,53,613,1811
2018-10-01,40,63,52,613,1811
2018-10-02,41,56,49,613,1810
2018-10-03,40,59,50,614,1809
2018-10-04,43,58,51,614,1808
2018-10-05,42,56,49,614,1807
2018-10-06,40,51,46,614,1806
2018-10-07,42,51,47,615,1805
2018-10-08,42,52,47,615,1805
2018-10-09,40,52,46,615,1804
2018-10-10,39,51,45,615,1803
2018-10-11,39,53,46,616,1802
2018-10-12,38,54,46,616,1801
2018-10-13,41,54,48,616,1801
2018-10-14,39,56,48,616,1800
2018-10-15,38,52,45,617,1759
2018-10-16,40,55,48,617,1758
2018-10-17,37,52,45,617,1758
2018-10-18,37,51,44,618,1757
2018-10-19,,,,618,1756
2018-10-20,38,48,43,618,1755
2018-10-21,36,47,42,619,1755
2018-10-22,35,52,44,619,1754
2018-10-23,37,52,45,620,1753
2018-10-24,40,54,47,620,1753
2018-10-25,38,56,47,620,1752
2018-10-26,37,53,45,621,1752
2018-10-27,38,52,45,621,1751
2018-10-28,41,52,47,622,1750
2018-10-29,38,53,46,622,1750
2018-10-30,44,53,49,622,1749
2018-10-31,43,55,49,623,1749
2018-11-01,41,57,49,623,1748
2018-11-02,35,52,44,624,1748
2018-11-03,34,46,40,624,1747
2018-11-04,33,46,40,625,1747
2018-11-05,35,51,43,625,1746
2018-11-06,32,48,40,626,1746
2018-11-07,35,48,42,626,1746
2018-11-08,33,51,42,627,1745
2018-11-09,37,52,45,627,1745
2018-11-10,39,53,46,628,1745
2018-11-11,34,52,43,628,1744
2018-11-12,33,56,45,629,1744
2018-11-13,37,55,46,629,1744
2018-11-14,38,56,47,630,1743
2018-11-15,38,53,46,630,1743
2018-11-16,40,52,46,631,1743
2018-11-17,40,52,46,632,1743
2018-11-18,37,51,44,632,1743
2018-11-19,35,51,43,633,1743
2018-11-20,35,54,45,633,1742
2018-11-21,34,54,44,634,1742
2018-11-22,32,50,41,635,1742
2018-11-23,33,51,42,635,1742
2018-11-24,41,54,48,636,1742
2018-11-25,38,57,48,636,1742
2018-11-26,41,56,49,637,1742
2018-11-27,40,57,49,638,1742
2018-11-28,42,56,49,638,1742
2018-11-29,38,57,48,639,1742
2018-11-30,38,52,45,640,1742
2018-12-01,36,52,44,640,1743
2018-12-02,33,51,42,641,1743
2018-12-03,36,53,45,641,1743
2018-12-04,39,56,48,642,1743
2018-12-05,36,53,45,643,1743
2018-12-06,36,52,44,643,1743
2018-12-07,37,53,45,644,1744
2018-12-08,34,53,44,645,1744
2018-12-09,36,53,45,645,1744
2018-12-10,36,55,46,646,1745
2018-12-11,38,56,47,646,1745
2018-12-12,39,54,47,647,1745
2018-12-13,36,54,45,648,1746
2018-12-14,36,56,46,648,1746
2018-12-15,40,53,47,649,1746
2018-12-16,40,57,49,649,1747
2018-12-17,42,60,51,650,1747
2018-12-18,35,51,43,650,1748
2018-12-19,32,51,42,651,1748
2018-12-20,37,58,48,651,1749
2018-12-21,42,57,50,652,1749
2018-12-22,40,54,47,652,1750
2018-12-23,39,55,47,653,1750
2018-12-24,36,52,44,653,1751
2018-12-25,36,48,42,654,1751
2018-12-26,35,45,40,654,1752
2018-12-27,33,44,39,655,1752
2018-12-28,33,47,40,655,1753
2018-12-29,36,47,42,655,1753
2018-12-30,39,52,46,656,1754
